PID,CHALT,LCITY,INCOME,WEEKEND,FEMSEX,ALONE,IVTT_c,IVTT_a,IVTT_r,OVTT_c,OVTT_a,OVTT_r,COST_c,COST_a,COST_r,FREQ_a,FREQ_r
867,2,1,70,0,1,1,310,58,367,0,105,74,89.49,156.85,71.4,36,3
868,2,1,35,0,0,0,310,58,367,0,105,74,89.49,156.85,71.4,36,3
869,2,1,55,0,0,1,310,58,367,0,105,74,89.49,156.85,71.4,36,3
870,2,1,70,0,0,1,310,58,367,0,105,74,89.49,156.85,71.4,36,3
871,2,1,70,1,0,0,310,58,367,0,105,74,89.49,156.85,71.4,36,3
872,2,1,70,1,0,1,310,58,367,0,105,74,89.49,156.85,71.4,36,3
873,2,1,70,1,0,0,310,58,367,0,105,74,89.49,156.85,71.4,36,3
874,2,1,70,1,0,1,310,58,367,0,105,74,89.49,156.85,71.4,36,3
875,1,1,55,0,0,1,310,58,367,0,105,74,89.49,156.85,71.4,36,3
876,1,1,70,0,0,1,310,58,367,0,105,74,89.49,156.85,71.4,36,3
877,1,1,55,1,0,1,310,58,367,0,105,74,89.49,156.85,71.4,36,3
878,2,1,45,0,0,1,324,58,367,0,105,75,91.39,158.25,73.1,36,3
879,2,0,36.96,0,0,0,317,58,367,0,110,80,90.44,163.25,74.4,36,3
880,2,0,70,1,0,0,429,69,394,0,135,105,124.64,190.25,86,45,3
881,2,1,70,0,0,1,373,69,375,0,106,75,112.67,177.5,74.1,45,3
882,2,1,70,0,0,1,373,69,375,0,106,75,112.67,177.5,74.1,45,3
883,2,1,55,0,0,1,373,69,375,0,106,75,112.67,177.5,74.1,45,3
884,2,1,70,1,0,1,373,69,375,0,106,75,112.67,177.5,74.1,45,3
885,2,1,55,1,0,0,373,69,375,0,106,75,112.67,177.5,74.1,45,3
886,2,1,55,1,0,1,373,69,375,0,106,75,112.67,177.5,74.1,45,3
887,2,1,70,1,0,1,373,69,375,0,106,75,112.67,177.5,74.1,45,3
888,2,1,70,0,0,1,360,69,394,0,110,75,110.77,180.25,76.55,45,3
889,2,1,15,1,1,1,360,69,394,0,110,75,110.77,180.25,76.55,45,3
890,2,1,35,1,0,1,360,69,394,0,110,75,110.77,180.25,76.55,45,3
891,2,1,70,0,0,1,366,69,394,0,113,70,111.72,180.9,76,45,3
892,2,1,70,0,0,1,373,69,394,0,125,80,112.67,189.85,77,45,3
893,2,0,45,0,0,1,410,69,394,0,145,110,124.45,186.85,79,45,3
894,1,0,55,1,1,1,161,60,221,0,115,79,46.74,146.3,52.6,6,4
895,2,0,70,0,0,0,198,60,221,0,83,59,58.71,143.45,48.1,6,4
896,1,0,35,0,0,0,198,60,221,0,83,59,58.71,143.45,48.1,6,4
897,1,0,25,0,0,1,198,60,221,0,83,59,58.71,143.45,48.1,6,4
898,1,0,41.85,0,0,1,198,60,221,0,83,59,58.71,143.45,48.1,6,4
899,1,0,70,1,0,0,198,60,221,0,83,59,58.71,143.45,48.1,6,4
900,3,1,45,1,0,1,325,58,350,0,95,68,92.72,153.5,70.6,36,4
901,3,1,55,1,0,1,325,58,350,0,95,68,92.72,153.5,70.6,36,4
902,2,1,41.85,0,0,1,325,58,350,0,95,68,92.72,153.5,70.6,36,4
903,2,1,41.85,0,0,0,325,58,350,0,95,68,92.72,153.5,70.6,36,4
904,2,1,45,0,0,1,325,58,350,0,95,68,92.72,153.5,70.6,36,4
905,2,1,41.85,0,0,0,325,58,350,0,95,68,92.72,153.5,70.6,36,4
906,2,1,70,0,1,1,325,58,350,0,95,68,92.72,153.5,70.6,36,4
907,2,1,70,0,0,1,325,58,350,0,95,68,92.72,153.5,70.6,36,4
908,2,1,70,0,0,1,325,58,350,0,95,68,92.72,153.5,70.6,36,4
909,2,1,70,0,0,0,325,58,350,0,95,68,92.72,153.5,70.6,36,4
910,2,1,70,0,0,1,325,58,350,0,95,68,92.72,153.5,70.6,36,4
911,2,1,35,1,1,1,325,58,350,0,95,68,92.72,153.5,70.6,36,4
912,2,1,70,1,0,1,325,58,350,0,95,68,92.72,153.5,70.6,36,4
913,2,1,70,1,0,1,325,58,350,0,95,68,92.72,153.5,70.6,36,4
914,2,1,70,1,0,0,325,58,350,0,95,68,92.72,153.5,70.6,36,4
915,1,1,70,0,0,1,325,58,350,0,95,68,92.72,153.5,70.6,36,4
916,1,1,70,0,0,1,325,58,350,0,95,68,92.72,153.5,70.6,36,4
917,2,1,70,0,0,1,338,58,350,0,95,69,94.62,154.9,72.3,36,4
918,2,1,70,1,0,1,338,58,350,0,95,69,94.62,154.9,72.3,36,4
919,2,0,70,0,0,1,344,58,350,0,120,104,101.27,157.5,74.6,36,4
920,2,0,70,0,0,1,331,58,350,0,100,74,93.67,159.9,73.6,36,4
921,2,0,70,1,0,0,393,69,370,0,120,87,114.76,186.9,81.6,45,4
922,2,0,70,0,0,1,387,69,370,0,107,74,115.9,178.9,81.05,45,4
923,2,0,70,1,0,1,387,69,370,0,107,79,115.9,178.9,79.6,45,4
924,2,1,70,0,0,1,387,69,351,0,96,69,115.9,174.15,71.7,45,4
925,2,1,70,0,0,0,387,69,351,0,96,69,115.9,174.15,71.7,45,4
926,2,1,55,0,1,1,387,69,351,0,96,69,115.9,174.15,71.7,45,4
927,2,1,70,0,0,1,374,69,370,0,100,69,114,176.9,74.15,45,4
928,2,1,70,0,0,0,374,69,370,0,100,69,114,176.9,74.15,45,4
929,1,1,70,0,0,1,374,69,370,0,100,69,114,176.9,74.15,45,4
930,1,1,41.85,1,1,1,374,69,370,0,100,69,114,176.9,74.15,45,4
931,3,1,45,1,0,1,381,69,370,0,103,64,114.95,177.55,73.6,45,4
932,2,1,41.85,0,0,1,381,69,370,0,103,64,114.95,177.55,73.6,45,4
933,2,1,55,0,0,1,381,69,370,0,100,56,114.95,183.45,71.6,45,4
934,2,1,70,1,0,1,381,69,370,0,100,56,114.95,183.45,71.6,45,4
935,2,1,70,1,0,0,381,69,370,0,100,56,114.95,183.45,71.6,45,4
936,2,1,70,1,0,0,381,69,370,0,100,56,114.95,183.45,71.6,45,4
937,2,0,70,0,0,1,382,69,370,0,113,74,116.28,183.25,75.1,45,4
938,2,0,70,0,0,1,382,69,370,0,113,74,116.28,183.25,75.1,45,4
939,2,0,70,0,0,0,382,69,370,0,113,74,116.28,183.25,75.1,45,4
940,2,0,45,0,0,1,507,84,507,0,88,80,155.42,204.3,106.35,4,2
941,2,0,55,0,0,1,512,84,534,0,96,88,155.99,205.3,106.9,4,2
942,2,0,70,0,0,1,512,84,534,0,96,88,155.99,205.3,106.9,4,2
943,1,0,70,0,0,1,460,69,370,0,140,109,139.46,186.9,77.6,45,4
944,2,0,70,0,0,1,425,69,370,0,135,104,127.68,183.5,76.6,45,4
945,2,0,70,1,0,1,487,84,370,0,140,144,143.64,213.3,83.6,4,4
946,2,0,70,0,0,0,572,84,534,0,130,120,173.28,213.3,111.6,4,2
947,2,0,37.37,0,0,1,682,84,534,0,100,140,195.32,213.3,112.6,4,2
948,1,0,45,0,0,0,163,60,221,0,121,95,47.31,146.3,54.1,6,4
949,2,0,45,0,0,1,200,60,221,0,89,75,59.28,143.45,49.6,6,4
950,1,0,70,0,1,1,248,58,350,0,161,120,74.29,164.9,76.1,36,4
951,1,0,40,0,0,1,264,58,221,0,126,105,78.09,161.5,57.1,36,4
952,2,0,70,0,1,1,306,58,350,0,151,120,92.53,164.9,76.1,36,4
953,2,1,70,0,0,1,327,58,350,0,101,84,93.29,153.5,72.1,36,4
954,2,1,70,0,1,1,327,58,350,0,101,84,93.29,153.5,72.1,36,4
955,2,1,70,0,0,1,327,58,350,0,101,84,93.29,153.5,72.1,36,4
956,2,1,70,0,0,1,327,58,350,0,101,84,93.29,153.5,72.1,36,4
957,2,1,70,0,0,1,327,58,350,0,101,84,93.29,153.5,72.1,36,4
958,2,1,70,0,0,1,327,58,350,0,101,84,93.29,153.5,72.1,36,4
959,2,1,70,0,0,0,327,58,350,0,101,84,93.29,153.5,72.1,36,4
960,2,1,70,0,0,1,327,58,350,0,101,84,93.29,153.5,72.1,36,4
961,2,1,70,0,0,1,327,58,350,0,101,84,93.29,153.5,72.1,36,4
962,2,1,70,0,0,1,327,58,350,0,101,84,93.29,153.5,72.1,36,4
963,2,1,70,0,1,1,340,58,350,0,101,85,95.19,154.9,73.8,36,4
964,1,0,35,0,1,1,395,69,370,0,126,103,115.33,186.9,83.1,45,4
965,2,0,70,1,0,0,390,69,370,0,113,90,116.47,178.9,82.55,45,4
966,3,1,25,1,0,1,390,69,351,0,102,85,116.47,174.15,73.2,45,4
967,2,1,55,0,0,1,390,69,351,0,102,85,116.47,174.15,73.2,45,4
968,2,1,55,0,0,1,390,69,351,0,102,85,116.47,174.15,73.2,45,4
969,2,1,70,0,0,1,390,69,351,0,102,85,116.47,174.15,73.2,45,4
970,2,1,70,0,0,0,390,69,351,0,102,85,116.47,174.15,73.2,45,4
971,2,1,55,1,0,1,390,69,351,0,102,85,116.47,174.15,73.2,45,4
972,2,1,55,1,0,1,376,69,370,0,106,85,114.57,176.9,75.65,45,4
973,1,1,25,0,0,0,376,69,370,0,106,85,114.57,176.9,75.65,45,4
974,2,1,55,1,0,1,383,69,370,0,106,72,115.52,183.45,73.1,45,4
975,1,1,15,0,0,1,383,69,370,0,106,72,115.52,183.45,73.1,45,4
976,2,1,35,0,1,0,383,69,370,0,111,87,115.52,184.9,74.6,45,4
977,3,0,15,1,1,1,427,69,370,0,141,120,128.25,183.5,78.1,45,4
978,2,0,45,0,0,1,427,69,370,0,141,120,128.25,183.5,78.1,45,4
979,1,0,35,0,1,0,217,40,98,0,136,130,46.55,126,38.6,25,8
980,1,0,26.16,0,0,1,217,40,98,0,136,130,46.55,126,38.6,25,8
981,3,0,37.37,0,1,1,137,60,221,0,116,105,34.77,142.9,56.6,6,4
982,1,0,70,0,0,1,137,60,221,0,116,105,34.77,142.9,56.6,6,4
983,1,0,70,0,0,1,145,60,221,0,106,90,37.62,142.9,53.6,6,4
984,1,0,15,0,0,1,145,60,221,0,106,90,37.62,142.9,53.6,6,4
985,1,0,55,0,0,1,145,60,221,0,106,90,37.62,142.9,53.6,6,4
986,1,0,45,1,0,0,145,60,221,0,106,90,37.62,142.9,53.6,6,4
987,1,0,70,1,0,1,145,60,221,0,106,90,37.62,142.9,53.6,6,4
988,1,0,45,0,0,1,211,60,221,0,106,95,52.63,142.9,55.1,6,4
989,3,0,25.45,0,0,0,183,60,221,0,74,70,49.59,140.05,49.1,6,4
990,3,0,35,1,0,0,183,60,221,0,74,70,49.59,140.05,49.1,6,4
991,3,0,45,1,0,0,183,60,221,0,74,70,49.59,140.05,49.1,6,4
992,2,0,70,0,0,1,183,60,221,0,74,70,49.59,140.05,49.1,6,4
993,2,0,70,0,0,1,183,60,221,0,74,70,49.59,140.05,49.1,6,4
994,2,0,70,0,0,1,183,60,221,0,74,70,49.59,140.05,49.1,6,4
995,2,0,70,0,0,0,183,60,221,0,74,70,49.59,140.05,49.1,6,4
996,1,0,45,0,1,1,183,60,221,0,74,70,49.59,140.05,49.1,6,4
997,1,0,55,0,1,0,183,60,221,0,74,70,49.59,140.05,49.1,6,4
998,1,0,55,0,1,0,183,60,221,0,74,70,49.59,140.05,49.1,6,4
999,1,0,70,0,0,0,183,60,221,0,74,70,49.59,140.05,49.1,6,4
1000,1,0,70,0,0,0,183,60,221,0,74,70,49.59,140.05,49.1,6,4
1001,1,0,55,0,0,1,183,60,221,0,74,70,49.59,140.05,49.1,6,4
1002,1,0,70,1,0,0,183,60,221,0,74,70,49.59,140.05,49.1,6,4
1003,1,0,45,0,0,0,216,60,221,0,96,83,55.48,142.9,51.6,6,4
1004,1,0,70,0,0,0,230,58,350,0,146,115,64.6,161.5,75.6,36,4
1005,3,0,55,1,0,1,288,58,350,0,136,115,82.84,161.5,75.6,36,4
1006,1,0,55,1,0,0,288,58,350,0,136,115,82.84,161.5,75.6,36,4
1007,2,0,70,0,0,1,330,58,350,0,136,115,93.86,161.5,75.6,36,4
1008,2,0,70,0,0,1,299,58,350,0,96,95,76.38,156.5,74.1,36,4
1009,2,0,70,0,1,0,299,58,350,0,96,95,76.38,156.5,74.1,36,4
1010,2,0,70,0,0,1,299,58,350,0,96,95,76.38,156.5,74.1,36,4
1011,2,1,70,0,0,1,303,58,350,0,91,90,77.14,153.5,73.6,36,4
1012,2,1,35,0,1,0,303,58,350,0,91,90,77.14,153.5,73.6,36,4
1013,2,1,70,0,0,1,303,58,350,0,91,90,77.14,153.5,73.6,36,4
1014,2,1,55,0,0,1,303,58,350,0,91,90,77.14,153.5,73.6,36,4
1015,2,1,70,0,0,0,303,58,350,0,91,90,77.14,153.5,73.6,36,4
1016,2,1,70,1,0,0,303,58,350,0,91,90,77.14,153.5,73.6,36,4
1017,1,1,45,0,0,0,303,58,350,0,91,90,77.14,153.5,73.6,36,4
1018,3,1,37.37,1,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1019,3,1,45,1,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1020,3,1,70,1,1,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1021,2,1,70,0,1,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1022,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1023,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1024,2,1,70,0,0,0,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1025,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1026,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1027,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1028,2,1,70,0,0,0,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1029,2,1,70,0,0,0,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1030,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1031,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1032,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1033,2,1,70,0,0,0,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1034,2,1,45,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1035,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1036,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1037,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1038,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1039,2,1,40,0,0,0,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1040,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1041,2,1,55,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1042,2,1,70,0,1,0,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1043,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1044,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1045,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1046,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1047,2,1,70,0,0,0,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1048,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1049,2,1,70,0,1,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1050,2,1,35,0,1,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1051,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1052,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1053,2,1,70,0,0,0,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1054,2,1,55,0,0,0,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1055,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1056,2,1,70,0,0,0,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1057,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1058,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1059,2,1,35,0,0,0,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1060,2,1,70,0,1,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1061,2,1,70,0,0,0,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1062,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1063,2,1,70,0,1,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1064,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1065,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1066,2,1,70,0,0,0,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1067,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1068,2,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1069,2,1,45,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1070,2,1,55,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1071,2,1,70,1,0,0,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1072,2,1,55,1,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1073,2,1,55,1,0,0,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1074,2,1,70,1,0,0,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1075,2,1,70,1,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1076,2,1,70,1,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1077,2,1,35,1,0,0,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1078,2,1,55,1,0,0,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1079,2,1,70,1,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1080,1,1,30.6,0,0,0,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1081,1,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1082,1,1,70,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1083,1,1,35,0,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1084,1,1,55,1,0,1,309,58,350,0,86,79,83.6,150.1,71.6,36,4
1085,2,1,70,0,0,1,322,58,350,0,86,80,85.5,151.5,73.3,36,4
1086,2,1,70,0,0,1,322,58,350,0,86,80,85.5,151.5,73.3,36,4
1087,2,1,70,0,0,1,322,58,350,0,86,80,85.5,151.5,73.3,36,4
1088,2,1,35,0,0,1,322,58,350,0,86,80,85.5,151.5,73.3,36,4
1089,2,1,70,0,0,1,322,58,350,0,86,80,85.5,151.5,73.3,36,4
1090,2,1,70,1,0,1,322,58,350,0,86,80,85.5,151.5,73.3,36,4
1091,2,1,70,1,0,1,322,58,350,0,86,80,85.5,151.5,73.3,36,4
1092,1,0,70,1,0,1,329,58,350,0,111,115,92.15,154.1,75.6,36,4
1093,2,0,70,0,0,1,316,58,350,0,91,85,84.55,156.5,74.6,36,4
1094,2,0,55,0,0,1,316,58,350,0,91,85,84.55,156.5,74.6,36,4
1095,1,0,70,0,0,0,316,58,350,0,91,85,84.55,156.5,74.6,36,4
1096,1,0,35,0,1,1,377,69,370,0,111,98,105.64,183.5,82.6,45,4
1097,1,0,70,0,1,1,428,69,370,0,116,110,118.75,183.5,84.6,45,4
1098,2,0,55,0,0,1,372,69,370,0,98,85,106.78,175.5,82.05,45,4
1099,2,0,70,1,0,1,372,69,370,0,98,85,106.78,175.5,82.05,45,4
1100,2,0,27.8,1,0,0,372,69,370,0,98,85,106.78,175.5,82.05,45,4
1101,3,0,45,1,0,0,372,69,370,0,98,90,106.78,175.5,80.6,45,4
1102,2,0,70,0,0,1,372,69,370,0,98,90,106.78,175.5,80.6,45,4
1103,2,0,45,0,0,0,372,69,370,0,98,90,106.78,175.5,80.6,45,4
1104,2,0,35,1,0,1,372,69,370,0,98,90,106.78,175.5,80.6,45,4
1105,3,1,37.37,0,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1106,2,1,70,0,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1107,2,1,70,0,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1108,2,1,70,0,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1109,2,1,55,0,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1110,2,1,70,0,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1111,2,1,70,0,0,0,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1112,2,1,70,0,0,0,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1113,2,1,70,0,0,0,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1114,2,1,70,0,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1115,2,1,70,0,1,0,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1116,2,1,70,0,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1117,2,1,70,0,0,0,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1118,2,1,45,0,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1119,2,1,55,0,0,0,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1120,2,1,70,0,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1121,2,1,70,0,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1122,2,1,55,0,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1123,2,1,70,0,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1124,2,1,70,0,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1125,2,1,55,0,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1126,2,1,70,0,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1127,2,1,70,0,0,0,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1128,2,1,45,0,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1129,2,1,35,0,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1130,2,1,55,0,0,0,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1131,2,1,70,0,0,0,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1132,2,1,70,1,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1133,2,1,70,1,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1134,2,1,70,1,1,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1135,2,1,45,1,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1136,2,1,70,1,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1137,2,1,70,1,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1138,2,1,70,1,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1139,2,1,55,1,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1140,2,1,45,1,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1141,2,1,70,1,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1142,2,1,70,1,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1143,2,1,70,1,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1144,2,1,70,1,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1145,2,1,70,1,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1146,1,1,45,0,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1147,1,1,70,0,0,1,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1148,1,1,55,0,0,0,372,69,351,0,87,80,106.78,170.75,72.7,45,4
1149,3,1,70,0,0,0,359,69,370,0,91,80,104.88,173.5,75.15,45,4
1150,3,1,70,1,0,0,359,69,370,0,91,80,104.88,173.5,75.15,45,4
1151,2,1,70,0,0,1,359,69,370,0,91,80,104.88,173.5,75.15,45,4
1152,2,1,55,0,1,0,359,69,370,0,91,80,104.88,173.5,75.15,45,4
1153,2,1,45,0,0,1,359,69,370,0,91,80,104.88,173.5,75.15,45,4
1154,2,1,70,0,0,0,359,69,370,0,91,80,104.88,173.5,75.15,45,4
1155,2,1,70,0,0,1,359,69,370,0,91,80,104.88,173.5,75.15,45,4
1156,2,1,70,0,0,1,359,69,370,0,91,80,104.88,173.5,75.15,45,4
1157,2,1,70,1,0,1,359,69,370,0,91,80,104.88,173.5,75.15,45,4
1158,2,1,70,1,0,0,359,69,370,0,91,80,104.88,173.5,75.15,45,4
1159,2,1,45,1,0,1,359,69,370,0,91,80,104.88,173.5,75.15,45,4
1160,2,1,45,1,1,1,359,69,370,0,91,80,104.88,173.5,75.15,45,4
1161,2,1,70,1,0,1,359,69,370,0,91,80,104.88,173.5,75.15,45,4
1162,2,1,70,0,0,1,365,69,370,0,94,75,105.83,174.15,74.6,45,4
1163,2,1,55,0,0,0,365,69,370,0,94,75,105.83,174.15,74.6,45,4
1164,3,1,70,0,0,0,365,69,370,0,91,67,105.83,180.05,72.6,45,4
1165,3,1,70,0,0,0,365,69,370,0,91,67,105.83,180.05,72.6,45,4
1166,3,1,55,0,1,1,365,69,370,0,91,67,105.83,180.05,72.6,45,4
1167,3,1,70,1,0,0,365,69,370,0,91,67,105.83,180.05,72.6,45,4
1168,3,1,70,1,0,1,365,69,370,0,91,67,105.83,180.05,72.6,45,4
1169,3,1,35,1,0,0,365,69,370,0,91,67,105.83,180.05,72.6,45,4
1170,3,1,70,1,1,0,365,69,370,0,91,67,105.83,180.05,72.6,45,4
1171,2,1,70,0,0,1,365,69,370,0,91,67,105.83,180.05,72.6,45,4
1172,2,1,70,0,0,1,365,69,370,0,91,67,105.83,180.05,72.6,45,4
1173,2,1,70,0,0,1,365,69,370,0,91,67,105.83,180.05,72.6,45,4
1174,2,1,70,0,0,0,365,69,370,0,91,67,105.83,180.05,72.6,45,4
1175,2,1,70,0,0,0,365,69,370,0,91,67,105.83,180.05,72.6,45,4
1176,2,1,70,0,0,1,365,69,370,0,91,67,105.83,180.05,72.6,45,4
1177,2,1,45,1,0,1,365,69,370,0,91,67,105.83,180.05,72.6,45,4
1178,2,1,70,1,0,1,365,69,370,0,91,67,105.83,180.05,72.6,45,4
1179,2,1,70,1,0,1,365,69,370,0,91,67,105.83,180.05,72.6,45,4
1180,1,1,70,0,0,1,365,69,370,0,91,67,105.83,180.05,72.6,45,4
1181,1,1,70,0,1,1,365,69,370,0,91,67,105.83,180.05,72.6,45,4
1182,3,1,45,1,1,0,365,69,370,0,101,80,105.83,180.6,73.6,45,4
1183,2,1,70,1,0,0,365,69,370,0,101,80,105.83,180.6,73.6,45,4
1184,2,1,70,0,0,1,365,69,370,0,96,82,105.83,181.5,74.1,45,4
1185,2,1,25,1,1,1,365,69,370,0,96,82,105.83,181.5,74.1,45,4
1186,2,1,55,0,0,1,372,69,370,0,106,85,106.78,183.1,75.6,45,4
1187,2,1,70,0,0,1,372,69,370,0,106,85,106.78,183.1,75.6,45,4
1188,2,0,70,0,1,0,322,69,370,0,126,145,93.1,183.5,78.6,45,4
1189,2,0,70,1,0,1,392,69,370,0,96,90,113.05,179.8,76.45,45,4
1190,2,0,25.89,0,0,0,372,69,370,0,100,85,108.49,179.5,74.6,45,4
1191,2,0,55,0,0,1,366,69,370,0,104,85,107.16,179.85,76.1,45,4
